Lottery Number,Last Date Registration,Location,Contractor,Number of Apartments,Apartments for Natives,Registered,Registered Natives,Price per Meter,Grant,Natives Chance to win,non-Natives Chance to win,Region,country,ConstructionPermitName,ProjectStatus,LotteryId
519,2017-12-13,אשקלון,בוני התיכון הנדסה אזרחית ותשתי,80,19,3036,925,8938.8,40000,0.0205405405405405,0.0288962576977735,דרום,ישראל,היתר מלא,בחירת דירות,519
520,2017-12-13,אשקלון,בוני התיכון הנדסה אזרחית ותשתי,80,19,3000,915,8938.8,40000,0.0207650273224043,0.0292565947242206,דרום,ישראל,היתר מלא,בחירת דירות,520
521,2017-12-13,אשקלון,"ג.ג.א.ב יזום נכסים והשקעות בע""",88,21,2969,911,8987.94,40000,0.0230515916575192,0.032555879494655,דרום,ישראל,היתר מלא,בתהליכי הגרלה,521
542,2017-12-13,אשקלון,"ג.ג.א.ב יזום נכסים והשקעות בע""",115,32,3048,899,8872.11,40000,0.0355951056729699,0.0386226151698464,דרום,ישראל,היתר מלא,בחירת דירות,542
537,2017-12-13,באר יעקב,"ארזי הנגב ייזום ובניה בע""מ",477,95,8712,187,9824.49,0,0.5080213903743316,0.0448093841642228,מרכז,ישראל,היתר מלא לחלק מהמגרשים,בחירת דירות,537
541,2017-12-13,בית שמש,"אי.אס.איי אחזקות בע""מ",145,29,5724,1089,8996.13,0,0.0266299357208448,0.0250269687162891,מרכז,ישראל,היתר מלא לחלק מהמגרשים,בקרת חוזים,541
487,2017-12-13,בית שמש,"שערי בית שמש בע""מ",168,33,5815,1098,8996.13,0,0.0300546448087431,0.0286198855204579,מרכז,ישראל,היתר מלא,בחירת דירות,487
488,2017-12-13,בית שמש,"מוריס אגבבה קבלן בנין בע""מ",100,20,5744,1103,8954.01,0,0.0181323662737987,0.0172376642964878,מרכז,ישראל,היתר מלא,בחירת דירות,488
489,2017-12-13,בית שמש,"א.פ.י נתיב מפעלי בניה בע""מ",132,26,5832,1106,8801.91,0,0.023508137432188,0.0224291155311045,מרכז,ישראל,היתר מלא,בחירת דירות,489
490,2017-12-13,בית שמש,"נמדר בתים בע""מ",86,17,5127,1029,9596.34,0,0.0165208940719144,0.0168374816983894,מרכז,ישראל,היתר מלא,בחירת דירות,490
491,2017-12-13,בית שמש,"נמדר בתים בע""מ",72,14,5051,1011,9611.55,0,0.0138476755687438,0.0143564356435643,מרכז,ישראל,היתר מלא,בחירת דירות,491
492,2017-12-13,בית שמש,פסגות זיו השקעות ופיתוח (1993),64,12,5113,1012,9219.6,0,0.0118577075098814,0.0126798341867837,מרכז,ישראל,היתר מלא,בחירת דירות,492
493,2017-12-13,בית שמש,"עיר דוד - בניה ופיתוח (1993) בע""מ",109,21,5092,1016,9382.23,0,0.0206692913385826,0.0215897939156035,מרכז,ישראל,היתר מלא,בחירת דירות,493
524,2017-12-13,גן יבנה,"אסיה סיירוס פיתוח וייזום בע""מ",220,44,3812,190,10202.4,0,0.231578947368421,0.048591938155715,מרכז,ישראל,היתר מלא לחלק מהמגרשים,בחירת דירות,524
525,2017-12-13,גן יבנה,משולם לוינשטין הנדסה וקבלנות ב,180,36,4285,204,9340.11,0,0.1764705882352941,0.0352854692477333,מרכז,ישראל,היתר מלא,בחירת דירות,525
526,2017-12-13,גן יבנה,י.אליה ובניו,84,16,3937,203,9462.96,0,0.0788177339901477,0.0182110337439742,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,526
527,2017-12-13,גן יבנה,"אהרוני אפריים, אדור א.ד. פרוייקטים בע""מ, אקסטל הנדסה ובניה בע""מ",100,20,3657,193,10269.09,0,0.1036269430051813,0.023094688221709,מרכז,ישראל,היתר מלא,בחירת דירות,527
540,2017-12-13,דימונה,"אגם תבור יזמות ובניה בע""מ",9,1,149,29,7396.74,60000,0.0344827586206896,0.0666666666666666,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,540
504,2017-12-13,דימונה,"אגם תבור יזמות ובניה בע""מ",36,18,186,31,7010.64,60000,0.5806451612903226,0.1161290322580645,דרום,ישראל,היתר מלא,בחירת דירות,504
505,2017-12-13,דימונה,"אגם תבור יזמות ובניה בע""מ",28,10,166,32,7010.64,60000,0.3125,0.1343283582089552,דרום,ישראל,החלטת ועדה (היתר בתנאים),בחירת דירות,505
472,2017-12-13,ירושלים,אחים חסיד חברה קבלנית לבניה בע,179,35,5206,3425,16773.12,0,0.0102189781021897,0.0808534531162268,מרכז,ישראל,היתר מלא,בחירת דירות,472
473,2017-12-13,ירושלים,דליה אליאספור חברה קבלנית לבני,75,15,5195,3450,15625.35,0,0.0043478260869565,0.0343839541547277,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,473
532,2017-12-13,כפר מנדא,עיסאוי סוהיל,8,1,25,2,5733.0,60000,0.5,0.3043478260869565,צפון,ישראל,היתר מלא,בחירת דירות,532
506,2017-12-13,מבשרת ציון,"אלואל - חברה לבניין בע""מ",117,23,4528,600,12547.08,0,0.0383333333333333,0.0239307535641547,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,506
507,2017-12-13,מבשרת ציון,"ארזים (ג.י.א) בע""מ",141,28,4815,611,11919.96,0,0.0458265139116202,0.0268791627021883,מרכז,ישראל,היתר מלא,בחירת דירות,507
509,2017-12-13,מבשרת ציון,קוטלר עדיקא חברה לבניה בעמ,80,16,4977,610,10796.76,0,0.0262295081967213,0.0146553698190977,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,509
510,2017-12-13,מבשרת ציון,"אי.אס.איי אחזקות בע""מ",125,25,4607,596,12352.86,0,0.0419463087248322,0.0249314385440039,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,510
494,2017-12-13,מודיעין-מכבים-רעות,"לב-טוב בניה והשקעות בע""מ",25,5,6099,580,12740.13,0,0.0086206896551724,0.0036238448994383,מרכז,ישראל,היתר מלא,בחירת דירות,494
503,2017-12-13,מעלה אדומים,קוטלר עדיקא חברה לבניה בעמ,41,8,1480,468,9837.36,0,0.017094017094017,0.0326086956521739,מרכז,ישראל,היתר מלא,בחירת דירות,503
544,2017-12-13,מעלות-תרשיחא,"ורדים השקעות ונכסים בע""מ",58,29,178,62,7187.31,60000,0.4677419354838709,0.25,צפון,ישראל,היתר מלא,בחירת דירות,544
528,2017-12-13,מעלות-תרשיחא,"ל. אופק יזום וניהול פרויקטים בע""מ",17,8,168,30,6306.3,60000,0.2666666666666666,0.0652173913043478,צפון,ישראל,היתר מלא,בתהליכי הגרלה,528
495,2017-12-13,נהרייה,"ספייס בניה וייזמות בע""מ",218,115,754,198,7318.35,40000,0.5808080808080808,0.185251798561151,צפון,ישראל,היתר מלא,בתהליכי הגרלה,495
538,2017-12-13,נחף,חלאילה עלי,32,16,19,2,4446.0,60000,1.0,0.9411764705882352,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,538
539,2017-12-13,נחף,מחאמיד עלי,32,16,9,1,5235.75,60000,1.0,1.0,צפון,ישראל,טרם הוגשה בקשה,בתהליכי הגרלה,539
529,2017-12-13,נצרת,ע.ע. אבו ראס- חברה לעבודות בנין ופי,48,24,269,191,5756.4,60000,0.1256544502617801,0.3076923076923077,צפון,ישראל,היתר מלא,בחירת דירות,529
530,2017-12-13,נצרת,ע.ע. אבו ראס- חברה לעבודות בנין ופי,50,25,257,180,5908.5,60000,0.1388888888888889,0.3246753246753247,צפון,ישראל,היתר מלא,בחירת דירות,530
531,2017-12-13,נצרת,ע.ע. אבו ראס- חברה לעבודות בנין ופי,47,23,261,181,5847.66,60000,0.1270718232044199,0.3,צפון,ישראל,היתר מלא,בחירת דירות,531
534,2017-12-13,נתניה,"ציון בריגה ובניו עיר ימים בע""מ",267,53,3699,994,15500.16,0,0.0533199195171026,0.0791127541589648,מרכז,ישראל,היתר מלא,בתהליכי הגרלה,534
543,2017-12-13,עכו,"מגדלי כרם עכו בע""מ",40,13,469,279,,40000,0.046594982078853,0.1421052631578947,צפון,ישראל,היתר מלא,בחירת דירות,543
498,2017-12-13,עכו,"א. י. אמריקה ישראל להשקעות בע""",153,76,524,287,7824.96,40000,0.2648083623693379,0.3248945147679324,צפון,ישראל,היתר מלא,בחירת דירות,498
499,2017-12-13,עכו,"שתית בע""מ",126,63,502,285,,40000,0.2210526315789473,0.2903225806451613,צפון,ישראל,היתר מלא,בחירת דירות,499
500,2017-12-13,עפולה,"א.י. אדיר יעקב שמשון בע""מ",59,24,734,138,6546.15,40000,0.1739130434782608,0.0587248322147651,צפון,ישראל,היתר מלא,בחירת דירות,500
536,2017-12-13,צפת,"מפעלי ארזים (חציר) יזמות ובניה בע""מ",95,47,667,137,7593.3,60000,0.3430656934306569,0.090566037735849,צפון,ישראל,היתר מלא לחלק מהמגרשים,בתהליכי הגרלה,536
502,2017-12-13,קריית ביאליק,"י.ח. דמרי בניה ופיתוח בע""מ",141,17,594,56,9477.0,0,0.3035714285714285,0.2304832713754646,צפון,ישראל,היתר מלא,בתהליכי הגרלה,502
501,2017-12-13,ראש העין,"דונה חברה להנדסה ובנין בע""מ",267,53,5118,384,9663.03,0,0.1380208333333333,0.0452049007182087,מרכז,ישראל,היתר מלא לחלק מהמגרשים,בחירת דירות,501
535,2017-12-13,רמלה,"צפריר וזוהר שרבט חברה לבנין בע""מ",242,53,1427,416,10727.73,0,0.1274038461538461,0.1869436201780415,מרכז,ישראל,היתר מלא,בחירת דירות,535
533,2017-12-13,שדרות,"ג.מ.נ שיווק לבניה בע""מ",295,178,1010,235,5658.12,60000,0.7574468085106383,0.1509677419354838,דרום,ישראל,היתר מלא,בחירת דירות,533
522,2017-12-13,שדרות,ש.א.י. אור חברה למסחר,36,21,987,236,6174.09,60000,0.0889830508474576,0.0199733688415446,דרום,ישראל,החלטת ועדה (היתר בתנאים),בחירת דירות,522
523,2017-12-13,שדרות,חוף התכלת ברנע אשקלון,18,10,941,238,6141.33,60000,0.042016806722689,0.011379800853485,דרום,ישראל,החלטת ועדה (היתר בתנאים),בחירת דירות,523
452,2017-11-26,באר שבע,"צרפתי שמעון בע""מ",91,78,2206,603,8248.5,0,0.1293532338308457,0.008109794135995,דרום,ישראל,היתר מלא,בתהליכי הגרלה,452
438,2017-11-26,באר שבע,"אאבני דרך מחיר למשתכן פרויקטים בע""מ",41,18,2328,580,8247.33,0,0.0310344827586206,0.0131578947368421,דרום,ישראל,היתר מלא,בחירת דירות,438
440,2017-11-26,באר שבע,"צרפתי שמעון בע""מ",186,69,2349,611,8248.5,0,0.1129296235679214,0.0673187571921749,דרום,ישראל,היתר מלא,בתהליכי הגרלה,440
441,2017-11-26,באר שבע,"אחים אוזן חברה לבניה בע""מ",138,51,2245,626,8294.13,0,0.0814696485623003,0.0537368746139592,דרום,ישראל,היתר מלא,בחירת דירות,441
442,2017-11-26,באר שבע,"פרץ בוני הנגב-אחים פרץ בע""מ",127,48,2378,653,8220.42,0,0.0735068912710566,0.0457971014492753,דרום,ישראל,היתר מלא,בתהליכי הגרלה,442
443,2017-11-26,באר שבע,"סלעית טובולסקי פארק באר שבע בע""מ",209,84,2449,661,7403.76,0,0.1270801815431164,0.069910514541387,דרום,ישראל,היתר מלא לחלק מהמגרשים,בחירת דירות,443
470,2017-11-26,דימונה,א. אבאל חברה לבנין ופיתוח (199,27,1,647,27,7004.79,60000,0.037037037037037,0.0419354838709677,דרום,ישראל,היתר מלא,בקרת חוזים,470
463,2017-11-26,חריש,"אבני דרך פרויקט בונה בחריש בע""",122,15,1793,5,7449.39,40000,1.0,0.0598434004474272,צפון,ישראל,היתר מלא,בקרת חוזים,463
464,2017-11-26,חריש,"דונה חברה להנדסה ובנין בע""מ",19,19,1842,6,7545.33,40000,1.0,0.0,צפון,ישראל,היתר מלא,בחירת דירות,464
465,2017-11-26,חריש,"דונה חברה להנדסה ובנין בע""מ",44,31,1863,7,7580.43,40000,1.0,0.0070043103448275,צפון,ישראל,היתר מלא,בחירת דירות,465
466,2017-11-26,חריש,"ליאם נחמיאס חברה לבניין בע""מ",37,37,1900,6,7324.2,40000,1.0,0.0,צפון,ישראל,היתר מלא,בתהליכי הגרלה,466
471,2017-11-26,טירת כרמל,"אודור נכסים בע""מ",102,6,1113,94,7661.16,0,0.0638297872340425,0.0942100098135426,צפון,ישראל,היתר מלא,בחירת דירות,471
462,2017-11-26,טירת כרמל,"אבי מנדלר נכסים והשקעות בע""מ",20,0,1152,102,8510.58,0,0.0,0.019047619047619,צפון,ישראל,היתר מלא,בחירת דירות,462
468,2017-11-26,טירת כרמל,"פרץ בוני הנגב (1993) בע""מ",37,0,1131,99,8814.78,0,0.0,0.0358527131782945,צפון,ישראל,היתר מלא,בחירת דירות,468
444,2017-11-26,כרמיאל,"ב.ס.ט ייזום בע""מ",22,14,437,58,8174.79,0,0.2413793103448276,0.021108179419525,צפון,ישראל,היתר מלא,בחירת דירות,444
445,2017-11-26,כרמיאל,"מורדות הכרמל נכסים בע""מ",37,16,782,114,8658.0,0,0.1403508771929824,0.0314371257485029,צפון,ישראל,היתר מלא,בתהליכי הגרלה,445
446,2017-11-26,כרמיאל,"משכנות מורדות הר כרמי בע""מ",70,37,815,126,8058.96,0,0.2936507936507936,0.0478955007256894,צפון,ישראל,היתר מלא,בחירת דירות,446
447,2017-11-26,כרמיאל,"מורדות הכרמל נכסים בע""מ",100,46,796,127,8716.5,0,0.3622047244094488,0.0807174887892376,צפון,ישראל,היתר מלא לחלק מהמגרשים,בתהליכי הגרלה,447
448,2017-11-26,כרמיאל,"אשל הירדן יזום ובנין בע""מ",94,11,796,125,8283.6,0,0.088,0.1236959761549925,צפון,ישראל,היתר מלא,בחירת דירות,448
449,2017-11-26,כרמיאל,"תורג בע""מ",149,75,776,124,8693.1,0,0.6048387096774194,0.1134969325153374,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,449
459,2017-11-26,מגדל העמק,אדר בעמק,4,3,75,25,6048.9,60000,0.12,0.02,צפון,ישראל,היתר מלא,בחירת דירות,459
436,2017-11-26,עכו,"נ.ר.ש.א. לבנין והשקעות בע""מ",183,92,916,273,8166.6,40000,0.336996336996337,0.1415241057542768,צפון,ישראל,היתר מלא,בתהליכי הגרלה,436
437,2017-11-26,עכו,"משכנות הכרם עכו בע""מ",114,41,809,282,8153.73,40000,0.1453900709219858,0.1385199240986717,צפון,ישראל,היתר מלא,בחירת דירות,437
460,2017-11-26,קריית ביאליק,גיא & דורון לוי הנדסה בנייה והשקעות,32,2,1024,46,8942.31,0,0.0434782608695652,0.0306748466257668,צפון,ישראל,היתר מלא,בחירת דירות,460
450,2017-11-26,קריית ביאליק,גיא & דורון לוי הנדסה בנייה והשקעות,30,9,912,38,9340.11,0,0.2368421052631578,0.0240274599542334,צפון,ישראל,היתר מלא,בחירת דירות,450
467,2017-11-26,קריית ביאליק,סלע בינוי והשקעות מקבוצת אמנון מסיל,26,12,915,46,9646.65,0,0.2608695652173913,0.0161104718066743,צפון,ישראל,היתר מלא,בחירת דירות,467
458,2017-11-26,קריית מוצקין,"עמרם אברהם חברה לבנין בע""מ",11,9,90,14,8880.3,0,0.6428571428571429,0.0263157894736842,מרכז,ישראל,היתר מלא,בקרת חוזים,458
461,2017-11-26,שדרות,"אסום - חברה קבלנית לבנין בע""מ",22,2,1669,299,6019.65,60000,0.0066889632107023,0.0145985401459854,דרום,ישראל,היתר מלא לחלק מהמגרשים,בחירת דירות,461
435,2017-11-25,קריית מוצקין,"אפי קפיטל אחזקות בע""מ",156,17,1712,109,9238.32,0,0.1559633027522936,0.0867124142233312,מרכז,ישראל,היתר מלא,בחירת דירות,435
433,2017-11-11,ירוחם,"ש. שטרית הנדסה בע""מ",41,34,920,5,6382.35,60000,1.0,0.0076502732240437,דרום,ישראל,היתר מלא,בקרת חוזים,433
434,2017-11-11,ירוחם,"שטירון השקעות בע""מ",47,15,943,35,6967.35,60000,0.4285714285714285,0.0352422907488986,דרום,ישראל,היתר מלא,בחירת דירות,434
430,2017-11-11,מעלות-תרשיחא,"ורדים השקעות ונכסים בע""מ",42,41,1251,54,6883.11,60000,0.7592592592592593,0.0008354218880534,צפון,ישראל,היתר מלא,בקרת חוזים,430
429,2017-11-11,קריית ביאליק,גיא & דורון לוי הנדסה בנייה והשקעות,165,47,2088,127,9269.91,0,0.3700787401574803,0.0601733809280979,צפון,ישראל,היתר מלא,בחירת דירות,429
431,2017-11-11,קריית מוצקין,סלע בינוי והשקעות מקבוצת אמנון מסיל,38,10,2224,144,9646.65,0,0.0694444444444444,0.0134615384615384,מרכז,ישראל,היתר מלא,בקרת חוזים,431
400,2017-11-01,אור יהודה,"גינדי גרדנס בע""מ",347,93,3442,253,12349.35,0,0.3675889328063241,0.0796487927249921,מרכז,ישראל,היתר מלא,בחירת דירות,400
401,2017-11-01,אור יהודה,"גינדי גרדנס בע""מ",213,57,3347,252,12683.97,0,0.2261904761904762,0.0504038772213247,מרכז,ישראל,היתר מלא,בחירת דירות,401
402,2017-11-01,אור יהודה,"גינדי גרדנס בע""מ",168,45,3321,253,12743.64,0,0.1778656126482213,0.0400912646675358,מרכז,ישראל,היתר מלא,בחירת דירות,402
403,2017-11-01,אור יהודה,"גינדי גרדנס בע""מ",138,3,3326,251,12445.29,0,0.0119521912350597,0.0439024390243902,מרכז,ישראל,היתר מלא,בחירת דירות,403
359,2017-11-01,אשקלון,"ליאם נחמיאס חברה לבניין בע""מ",56,11,1837,551,8328.06,40000,0.0199637023593466,0.0349922239502332,דרום,ישראל,היתר מלא,בתהליכי הגרלה,359
360,2017-11-01,אשקלון,"אלון מרדכי ובניו חברה לבנין ופיתוח בע""מ",100,20,1833,546,8553.87,40000,0.0366300366300366,0.0621600621600621,דרום,ישראל,היתר מלא,בחירת דירות,360
361,2017-11-01,אשקלון,"י.ד. עשוש תשתיות בע""מ",56,11,1774,541,8688.42,40000,0.0203327171903881,0.0364963503649635,דרום,ישראל,היתר מלא,בחירת דירות,361
362,2017-11-01,אשקלון,"יואב את רמי בניה, ניהול ופיקוח בע""מ",84,16,1856,541,8103.42,40000,0.0295748613678373,0.0517110266159695,דרום,ישראל,היתר מלא,בחירת דירות,362
363,2017-11-01,אשקלון,"יואב את רמי בניה, ניהול ופיקוח בע""מ",84,16,1808,539,8220.42,40000,0.0296846011131725,0.053585500394011,דרום,ישראל,היתר מלא,בחירת דירות,363
364,2017-11-01,אשקלון,"יואב את רמי בניה, ניהול ופיקוח בע""מ",84,16,1789,537,8337.42,40000,0.0297951582867784,0.0543130990415335,דרום,ישראל,היתר מלא,בחירת דירות,364
365,2017-11-01,אשקלון,כ. כוכב הנגב - חברה לבנין ופתוח (90,112,22,1802,539,8586.63,40000,0.0408163265306122,0.0712589073634204,דרום,ישראל,היתר מלא,בחירת דירות,365
366,2017-11-01,אשקלון,כ. כוכב הנגב - חברה לבנין ופתוח (90,114,22,1563,487,9817.47,40000,0.0451745379876796,0.0855018587360594,דרום,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,366
343,2017-11-01,באר שבע,אביסרור משה ובניו עבודות בנין ופתוח,118,43,887,232,7635.42,0,0.1853448275862069,0.1145038167938931,דרום,ישראל,היתר מלא,בחירת דירות,343
344,2017-11-01,באר שבע,"אבני דרך - יהלום עפולה בע""מ",52,19,754,192,8246.16,0,0.0989583333333333,0.0587188612099644,דרום,ישראל,היתר מלא,בחירת דירות,344
345,2017-11-01,באר שבע,"סלעית טובולסקי פארק באר שבע בע""מ",87,32,807,205,7821.45,0,0.1560975609756097,0.0913621262458471,דרום,ישראל,היתר מלא,בחירת דירות,345
346,2017-11-01,באר שבע,"פרץ בוני הנגב-אחים פרץ בע""מ",87,36,779,196,8297.64,0,0.1836734693877551,0.0874785591766723,דרום,ישראל,היתר מלא,בחירת דירות,346
347,2017-11-01,באר שבע,"שובל מתחמי מגורים בע""מ",98,19,790,199,7895.16,0,0.0954773869346733,0.1336717428087986,דרום,ישראל,היתר מלא,בחירת דירות,347
348,2017-11-01,באר שבע,"אסום - חברה קבלנית לבנין בע""מ",61,1,736,185,8228.61,0,0.0054054054054054,0.1088929219600726,דרום,ישראל,היתר מלא,בחירת דירות,348
349,2017-11-01,באר שבע,"צרפתי שמעון בע""מ",143,3,755,191,8248.5,0,0.0157068062827225,0.2482269503546099,דרום,ישראל,היתר מלא,בתהליכי הגרלה,349
350,2017-11-01,באר שבע,"אאבני דרך מחיר למשתכן פרויקטים בע""מ",31,0,729,187,8247.33,0,0.0,0.0571955719557195,דרום,ישראל,היתר מלא,בחירת דירות,350
351,2017-11-01,באר שבע,"צרפתי שמעון בע""מ",3,0,734,188,8248.5,0,0.0,0.0054945054945054,דרום,ישראל,היתר מלא,בתהליכי הגרלה,351
355,2017-11-01,באר שבע,"אחים אוזן חברה לבניה בע""מ",3,0,735,189,8294.13,0,0.0,0.0054945054945054,דרום,ישראל,היתר מלא,בחירת דירות,355
356,2017-11-01,באר שבע,"פרץ בוני הנגב-אחים פרץ בע""מ",86,1,755,195,8220.42,0,0.0051282051282051,0.1517857142857142,דרום,ישראל,היתר מלא,בתהליכי הגרלה,356
428,2017-11-01,באר שבע,"סלעית טובולסקי פארק באר שבע בע""מ",43,8,818,209,7403.76,0,0.0382775119617224,0.057471264367816,דרום,ישראל,היתר מלא לחלק מהמגרשים,בחירת דירות,428
416,2017-11-01,בית דגן,"אחים אוזן חברה לבניה בע""מ",52,10,4279,110,9264.06,0,0.0909090909090909,0.0100743583593187,מרכז,ישראל,היתר מלא,בחירת דירות,416
417,2017-11-01,בית דגן,"אחים אוזן חברה לבניה בע""מ",52,10,4263,109,9264.06,0,0.091743119266055,0.0101107366393837,מרכז,ישראל,היתר מלא,בחירת דירות,417
418,2017-11-01,בית דגן,"אחים אוזן חברה לבניה בע""מ",27,5,4256,110,9264.06,0,0.0454545454545454,0.0053063193439459,מרכז,ישראל,היתר מלא,בחירת דירות,418
419,2017-11-01,בית דגן,גרופית הנדסה אזרחית ועבודות צי,27,5,4243,111,9582.3,0,0.045045045045045,0.0053242981606969,מרכז,ישראל,היתר מלא,בחירת דירות,419
420,2017-11-01,בית דגן,גרופית הנדסה אזרחית ועבודות צי,27,5,4210,111,9582.3,0,0.045045045045045,0.0053671627226152,מרכז,ישראל,היתר מלא,בחירת דירות,420
421,2017-11-01,בית דגן,"דהאן אליהו, דהאן עזרא",27,5,4192,111,9517.95,0,0.045045045045045,0.0053908355795148,מרכז,ישראל,היתר מלא,בקרה לאחר אכלוס,421
422,2017-11-01,בית דגן,"שלמה כהן חברה לבנין בע""מ",27,5,4194,111,9541.35,0,0.045045045045045,0.0053881949546901,מרכז,ישראל,היתר מלא,בחירת דירות,422
423,2017-11-01,בית דגן,"שרבט יוסף, יעקב שרבט, פינקשלטיין רחל רונית",27,5,4286,110,8892.0,0,0.0454545454545454,0.0052681992337164,מרכז,ישראל,היתר מלא,בחירת דירות,423
414,2017-11-01,בית שאן,י.ס.ד בעמק יזמות ובנייה,110,53,208,63,4773.6,60000,0.8412698412698413,0.3931034482758621,צפון,ישראל,היתר מלא,בחירת דירות,414
367,2017-11-01,בית שמש,יעקב ומוטי קניג הנדסה ויזמות ב,68,13,7572,1146,8760.96,0,0.0113438045375218,0.0085589791472144,מרכז,ישראל,החלטת ועדה (היתר בתנאים),בחירת דירות,367
404,2017-11-01,דימונה,א. אבאל חברה לבנין ופיתוח (199,32,27,82,45,7004.79,60000,0.6,0.1351351351351351,דרום,ישראל,היתר מלא,בקרת חוזים,404
368,2017-11-01,חדרה,"לניב הנדסה בע""מ",47,9,718,137,8738.73,0,0.0656934306569343,0.0654044750430292,מרכז,ישראל,היתר מלא,בחירת דירות,368
415,2017-11-01,חצור הגלילית,"גלעד יפרח אחזקות וניהול בע""מ",32,16,117,38,6003.27,60000,0.4210526315789473,0.2025316455696202,צפון,ישראל,היתר מלא,בחירת דירות,415
396,2017-11-01,יבנה,"אבי מנדלר נכסים והשקעות בע""מ",164,35,2860,713,9789.39,0,0.0490883590462833,0.0600838379133674,מרכז,ישראל,היתר מלא,בחירת דירות,396
397,2017-11-01,יבנה,ברקת ישראל-מחיר למשתכן,85,19,2926,711,9121.32,0,0.0267229254571026,0.0297968397291196,מרכז,ישראל,היתר מלא,בחירת דירות,397
398,2017-11-01,יבנה,גיא & דורון לוי הנדסה בנייה והשקעות,85,19,2891,715,9412.65,0,0.0265734265734265,0.0303308823529411,מרכז,ישראל,היתר מלא,בחירת דירות,398
388,2017-11-01,כרמיאל,"ורדים השקעות ונכסים בע""מ",124,62,284,137,8152.56,0,0.4525547445255474,0.4217687074829932,צפון,ישראל,היתר מלא,בתהליכי הגרלה,388
389,2017-11-01,כרמיאל,"ב.ס.ט ייזום בע""מ",59,26,275,134,8174.79,0,0.1940298507462686,0.2340425531914893,צפון,ישראל,היתר מלא,בחירת דירות,389
390,2017-11-01,כרמיאל,"מורדות הכרמל נכסים בע""מ",5,5,247,122,8658.0,0,0.040983606557377,0.0,צפון,ישראל,היתר מלא,בתהליכי הגרלה,390
391,2017-11-01,כרמיאל,"מורדות הכרמל נכסים בע""מ",73,3,248,126,8716.5,0,0.0238095238095238,0.5737704918032787,צפון,ישראל,היתר מלא לחלק מהמגרשים,בתהליכי הגרלה,391
392,2017-11-01,כרמיאל,"משכנות מורדות הר כרמי בע""מ",6,1,274,132,8058.96,0,0.0075757575757575,0.0352112676056338,צפון,ישראל,היתר מלא,בחירת דירות,392
393,2017-11-01,כרמיאל,"אשל הירדן יזום ובנין בע""מ",5,2,272,133,8283.6,0,0.0150375939849624,0.0215827338129496,צפון,ישראל,היתר מלא,בחירת דירות,393
394,2017-11-01,כרמיאל,"תורג בע""מ",2,0,258,130,8693.1,0,0.0,0.015625,צפון,ישראל,החלטת ועדה (היתר בתנאים),בתהליכי הגרלה,394
369,2017-11-01,מודיעין-מכבים-רעות,"דונה חברה להנדסה ובנין בע""מ",71,14,6834,349,10902.06,0,0.0401146131805157,0.0087895142636854,מרכז,ישראל,היתר מלא לחלק מהמגרשים,בחירת דירות,369
370,2017-11-01,מודיעין-מכבים-רעות,"דונה חברה להנדסה ובנין בע""מ",66,13,6690,345,11136.06,0,0.0376811594202898,0.0083530338849487,מרכז,ישראל,היתר מלא,בחירת דירות,370
371,2017-11-01,מודיעין-מכבים-רעות,"דונה חברה להנדסה ובנין בע""מ",69,13,6953,355,10434.06,0,0.0366197183098591,0.0084874204304334,מרכז,ישראל,היתר מלא,בחירת דירות,371
372,2017-11-01,מודיעין-מכבים-רעות,"דונה חברה להנדסה ובנין בע""מ",90,18,6906,355,10668.06,0,0.0507042253521126,0.0109906884445122,מרכז,ישראל,היתר מלא,בחירת דירות,372
373,2017-11-01,מודיעין-מכבים-רעות,"דונה חברה להנדסה ובנין בע""מ",111,22,6795,349,10962.9,0,0.0630372492836676,0.0138070121005274,מרכז,ישראל,היתר מלא,בחירת דירות,373
374,2017-11-01,מודיעין-מכבים-רעות,"דונה חברה להנדסה ובנין בע""מ",82,16,6827,348,10787.4,0,0.0459770114942528,0.0101867572156196,מרכז,ישראל,היתר מלא לחלק מהמגרשים,בחירת דירות,374
375,2017-11-01,מודיעין-מכבים-רעות,"דונה חברה להנדסה ובנין בע""מ",119,23,6404,330,11955.06,0,0.0696969696969697,0.0158050707935462,מרכז,ישראל,היתר מלא,בחירת דירות,375
376,2017-11-01,מודיעין-מכבים-רעות,"דונה חברה להנדסה ובנין בע""מ",132,26,6667,342,11019.06,0,0.0760233918128654,0.0167588932806324,מרכז,ישראל,היתר מלא,בחירת דירות,376
377,2017-11-01,מודיעין-מכבים-רעות,"דונה חברה להנדסה ובנין בע""מ",85,17,6638,339,11019.06,0,0.0501474926253687,0.0107953643435465,מרכז,ישראל,היתר מלא,בחירת דירות,377
